"MSSubClass","MSZoning","LotArea","Street","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinType2","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","_stFlrSF","GrLivArea","BsmtFullBath","FullBath","HalfBath","BedroomAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","GarageType","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","MoSold","YrSold","SaleType","SaleCondition","SalePrice","TotalSF","Total_Bathrooms","Total_porch_sf","haspool","hasgarage","hasbsmt","hasfireplace"
20,0,9937,0,0,0,0,1,0,3,0,0,0,0,5,7,1964,1999,1,0,2,1,0.00,0,1,0,0.00,0.00,0.00,3.00,0.00,1486,0,0,0,0.00,1486,1486,1,1,0,3,0,7,0,0,1.00,2.00,2,480,0.00,0.00,0,3,2009,0,0,167000,2972,2,0,0,1,1,0
60,0,12384,0,0,0,0,2,0,8,0,0,0,1,7,7,1976,1976,0,0,4,4,1.00,0,0,1,1.00,0.00,0.00,0.00,0.00,793,0,1,0,0.00,1142,1935,0,2,1,3,0,7,0,1,0.00,1.00,2,550,0.00,0.00,0,11,2007,0,0,197900,2728,3,365,0,1,1,1
60,0,46589,0,2,0,0,2,0,13,0,0,0,1,8,7,1994,2005,1,0,0,0,1.00,1,0,0,1.00,1.00,0.00,1.00,1.00,1629,0,0,0,0.00,1686,2448,1,2,1,4,1,8,0,1,0.00,1.00,3,711,0.00,0.00,0,7,2009,0,0,402000,4077,4,593,0,1,1,1
20,0,13560,0,0,0,0,1,0,0,0,0,0,0,6,3,1968,1968,1,0,3,3,1.00,0,0,1,3.00,2.00,0.00,0.00,0.00,1392,0,2,0,0.00,1392,1392,1,1,0,2,0,5,5,2,0.00,1.00,2,576,0.00,0.00,0,7,2009,0,0,110000,2784,2,240,0,1,1,1
85,0,10012,0,0,0,0,0,0,3,0,0,0,4,4,5,1972,1972,0,0,4,4,0.00,0,0,1,1.00,0.00,1.00,3.00,1.00,1138,0,1,0,0.00,1181,1181,1,2,0,3,0,6,0,0,1.00,1.00,2,588,0.00,0.00,0,4,2008,0,0,137500,2319,3,180,0,1,1,0
20,0,20896,0,2,0,0,2,0,4,3,0,0,0,8,5,2005,2006,0,0,0,0,0.00,1,0,0,2.00,0.00,3.00,1.00,0.00,2077,0,0,0,0.00,2097,2097,1,1,1,1,2,8,0,1,0.00,2.00,3,1134,0.00,0.00,0,1,2006,1,1,423000,4174,3,459,0,1,1,1
60,0,11194,0,1,0,0,1,0,5,0,0,0,1,8,5,2000,2000,0,0,0,0,1.00,1,0,0,1.00,0.00,0.00,0.00,0.00,1406,0,0,0,0.00,1454,1936,0,2,1,3,1,7,0,1,0.00,1.00,2,504,0.00,0.00,0,11,2006,0,0,230500,3342,3,312,0,1,1,1
60,0,18450,0,1,0,0,0,0,0,0,0,0,1,6,5,1965,1979,2,1,4,4,3.00,0,1,1,1.00,0.00,0.00,5.00,1.00,1021,0,1,0,0.00,1465,2380,0,2,1,3,0,7,6,1,4.00,0.00,2,596,0.00,0.00,0,8,2007,0,2,129000,3401,3,265,0,1,1,1
20,0,8125,0,0,0,0,0,0,9,0,0,0,0,6,5,1994,1998,0,0,1,2,1.00,0,0,0,1.00,0.00,0.00,1.00,0.00,1408,0,0,0,0.00,1679,1679,1,2,0,3,1,7,0,1,0.00,1.00,2,575,0.00,0.00,0,10,2008,0,0,193500,3087,3,266,0,1,1,1
20,0,14175,0,0,1,0,1,1,7,0,0,0,0,5,6,1956,1987,0,0,5,3,0.00,0,0,1,0.00,0.00,0.00,4.00,0.00,1188,0,2,0,0.00,1437,1437,1,1,1,3,0,6,1,1,1.00,0.00,2,576,0.00,0.00,0,11,2006,0,0,168000,2625,3,304,0,1,1,1
30,0,11600,0,0,0,0,0,0,11,0,0,0,0,4,5,1922,1950,0,0,2,1,0.00,0,0,2,3.00,0.00,0.00,0.00,0.00,700,0,0,0,0.00,1180,1180,0,1,0,2,3,5,0,1,1.00,0.00,1,252,0.00,1.00,0,7,2006,0,0,137500,1880,1,67,0,1,1,1
60,0,8633,0,0,0,0,3,0,1,0,0,0,1,6,5,2005,2005,0,0,0,0,0.00,1,0,0,1.00,0.00,0.00,1.00,0.00,738,0,0,0,0.00,738,1476,1,2,1,3,1,7,0,0,0.00,2.00,2,540,0.00,0.00,0,2,2009,0,0,173500,2214,4,135,0,1,1,0
70,3,6629,0,0,0,0,0,0,3,2,0,0,1,6,6,1925,1950,3,0,3,3,0.00,0,1,2,0.00,0.00,0.00,3.00,0.00,672,0,1,1,0.00,697,1369,1,2,0,3,0,6,0,0,1.00,0.00,1,300,0.00,0.00,0,7,2009,0,0,103600,2041,3,147,0,1,1,0
20,0,11250,0,1,0,0,0,0,22,0,0,0,0,6,6,1977,1977,0,0,4,4,0.00,1,0,1,1.00,0.00,0.00,2.00,0.00,1208,0,1,0,0.00,1208,1208,1,1,1,3,0,6,0,1,0.00,1.00,2,546,0.00,0.00,0,6,2006,0,0,165000,2416,3,240,0,1,1,1
20,0,14442,0,0,0,0,0,0,11,0,0,0,0,6,7,1957,2004,1,0,5,5,1.00,0,0,0,0.00,0.00,0.00,1.00,0.00,1477,0,0,0,0.00,1839,1839,1,2,0,3,1,7,0,2,0.00,2.00,2,416,0.00,0.00,0,6,2007,0,0,257500,3316,3,287,0,1,1,1
20,0,9200,0,0,0,0,0,0,0,0,0,0,0,6,6,1965,1965,0,0,1,2,0.00,0,0,1,0.00,0.00,0.00,4.00,0.00,1136,0,1,0,0.00,1136,1136,1,1,0,3,0,5,0,1,0.00,1.00,1,384,0.00,0.00,0,7,2008,0,0,140000,2272,2,426,0,1,1,1
160,0,2289,0,0,0,0,0,0,23,0,0,3,1,6,6,1978,1978,0,0,4,11,0.00,0,0,1,0.00,0.00,0.00,2.00,0.00,855,0,1,0,0.00,855,1441,0,2,1,3,0,7,0,1,0.00,0.00,2,440,0.00,0.00,0,4,2009,0,0,148500,2296,3,28,0,1,1,1
70,1,9600,0,0,0,0,0,0,2,0,0,0,1,4,2,1900,1950,0,0,9,7,0.00,0,0,2,0.00,2.00,0.00,0.00,0.00,1095,1,3,1,0.00,1095,1774,1,2,0,4,0,8,1,0,5.00,0.00,3,779,1.00,1.00,1,5,2006,0,0,87000,2869,3,90,0,1,1,0
30,0,9022,0,0,0,0,0,0,2,0,0,0,0,5,8,1924,2006,0,0,0,0,0.00,1,0,2,0.00,0.00,0.00,0.00,0.00,768,0,0,0,0.00,792,792,0,1,0,2,1,5,0,0,1.00,0.00,1,240,1.00,1.00,1,5,2009,0,0,109500,1560,1,436,0,1,1,0
20,0,11844,0,1,0,0,0,0,18,0,0,0,0,8,5,2008,2008,1,0,0,0,2.00,1,0,0,2.00,0.00,3.00,0.00,0.00,2046,0,0,0,0.00,2046,2046,0,2,1,3,1,7,0,1,0.00,2.00,3,834,0.00,0.00,0,7,2009,1,1,372500,4092,3,404,0,1,1,1
20,0,9945,0,1,0,0,0,0,7,0,0,0,0,5,5,1961,1961,1,0,3,3,1.00,0,0,1,0.00,0.00,0.00,4.00,0.00,988,0,1,0,0.00,988,988,1,1,0,3,0,5,0,0,1.00,0.00,2,572,0.00,0.00,0,10,2007,0,0,128500,1976,2,0,0,1,1,0
120,0,8012,0,0,0,0,0,0,9,0,0,1,0,6,5,1980,1980,0,0,4,4,0.00,0,0,1,1.00,0.00,0.00,3.00,3.00,923,0,1,0,0.00,923,923,0,2,0,2,0,5,0,1,0.00,1.00,1,264,0.00,0.00,0,5,2010,0,0,143000,1846,2,80,0,1,1,1
50,3,4500,0,2,1,0,0,0,17,0,0,0,2,5,5,1932,2000,0,0,0,7,0.00,0,0,2,0.00,0.00,0.00,4.00,0.00,793,0,0,0,0.00,848,1520,0,1,0,3,0,6,0,0,1.00,0.00,1,281,0.00,0.00,0,7,2009,0,2,159434,2313,1,56,0,1,1,0
120,0,2887,0,0,2,0,0,0,16,0,0,0,0,6,5,1996,1997,0,0,3,3,0.00,0,0,0,1.00,0.00,3.00,1.00,0.00,1291,0,0,0,0.00,1291,1291,1,1,0,2,1,6,0,1,0.00,0.00,2,431,0.00,0.00,0,11,2008,0,0,173000,2582,2,307,0,1,1,1
20,0,11248,0,1,0,0,1,0,1,0,0,0,0,9,5,2002,2002,1,0,0,0,2.00,1,0,0,1.00,0.00,1.00,1.00,0.00,1626,0,0,0,0.00,1668,1668,1,2,0,3,1,7,0,1,0.00,2.00,3,702,0.00,0.00,0,7,2007,0,0,285000,3294,3,302,0,1,1,1
60,0,16770,0,2,0,0,2,0,13,0,0,0,1,7,5,1998,1998,0,0,0,0,1.00,1,0,0,1.00,0.00,0.00,0.00,0.00,1195,0,2,0,0.00,1195,1839,0,2,1,4,0,7,0,0,0.00,2.00,2,486,0.00,0.00,0,6,2010,0,0,221000,3034,3,81,0,1,1,0
160,0,5062,0,1,0,0,2,0,18,0,0,1,1,7,5,1984,1984,0,0,1,2,0.00,1,0,1,1.00,0.00,3.00,1.00,2.00,1190,0,2,0,0.00,1190,2090,1,2,0,3,1,6,2,1,0.00,2.00,2,577,0.00,0.00,0,9,2007,0,0,207500,3280,3,219,0,1,1,1
60,2,10207,0,0,0,0,0,0,4,0,0,0,1,7,6,2007,2007,0,0,0,0,0.00,1,0,0,1.00,0.00,0.00,0.00,0.00,874,0,0,0,0.00,874,1761,0,3,0,3,1,7,0,0,0.00,2.00,2,578,0.00,0.00,0,8,2007,1,1,227875,2635,3,249,0,1,1,0
160,2,5105,0,2,0,0,3,0,4,0,0,1,1,7,5,2004,2004,0,0,2,1,0.00,1,0,0,1.00,0.00,0.00,1.00,0.00,551,0,0,0,0.00,551,1102,0,2,1,2,1,4,0,0,1.00,0.00,2,480,0.00,0.00,0,3,2007,0,0,148800,1653,3,60,0,1,1,0
20,0,8089,0,0,2,0,0,0,18,0,0,0,0,8,6,2007,2007,0,0,2,1,1.00,1,0,0,1.00,0.00,1.00,1.00,0.00,1419,0,0,0,0.00,1419,1419,1,2,0,2,1,7,0,1,0.00,1.00,2,567,0.00,0.00,0,10,2007,1,1,392000,2838,3,140,0,1,1,1
120,0,7577,0,1,0,0,1,0,6,0,0,1,0,6,5,2005,2006,0,0,0,0,2.00,1,0,0,1.00,0.00,1.00,2.00,0.00,1362,0,0,0,0.00,1362,1362,0,2,0,2,1,6,0,1,0.00,1.00,2,460,0.00,0.00,0,6,2007,0,0,194700,2724,2,220,0,1,1,1
120,1,4426,0,0,0,0,0,0,1,0,0,1,0,6,5,2004,2004,0,0,0,0,1.00,1,0,0,1.00,0.00,2.00,1.00,0.00,848,0,0,0,0.00,848,848,1,1,0,1,1,3,0,1,0.00,1.00,2,420,0.00,0.00,0,5,2008,0,0,141000,1696,2,149,0,1,1,1
60,0,21535,0,1,0,0,1,0,13,0,0,0,1,10,6,1994,1995,0,2,1,2,1.00,2,0,0,2.00,0.00,2.00,1.00,0.00,2444,0,0,0,0.00,2444,4316,0,3,1,4,2,10,0,2,0.00,2.00,3,832,0.00,0.00,0,1,2007,0,0,755000,6760,4,432,0,1,1,1
60,0,26178,0,1,0,0,0,1,14,0,0,0,1,7,5,1989,1990,1,0,2,1,1.00,1,0,0,1.00,0.00,2.00,1.00,0.00,1210,0,0,0,0.00,1238,2519,1,2,1,4,1,9,0,2,0.00,1.00,2,628,0.00,0.00,0,4,2006,0,0,335000,3729,4,347,0,1,1,1
30,0,5400,0,0,0,0,1,2,2,0,0,0,0,5,6,1921,1968,0,0,2,1,0.00,0,0,2,0.00,0.00,0.00,0.00,0.00,1073,0,0,0,0.00,1073,1073,0,1,0,2,0,4,0,0,1.00,0.00,1,326,0.00,0.00,0,12,2006,0,2,108480,2146,1,112,0,1,1,0
50,1,6120,0,0,0,0,1,0,10,0,0,0,2,5,6,1936,1950,0,0,3,3,0.00,0,2,2,0.00,0.00,0.00,0.00,0.00,927,0,1,0,0.00,1067,1539,0,1,1,3,0,5,0,0,1.00,0.00,2,576,0.00,0.00,0,4,2009,0,0,141500,2466,2,112,0,1,1,0
20,0,13811,0,1,0,0,0,0,14,0,0,0,0,6,6,1987,1987,0,0,1,2,1.00,0,0,1,1.00,1.00,0.00,1.00,2.00,1112,0,2,0,0.00,1137,1137,1,2,0,2,1,5,0,1,0.00,0.00,2,551,0.00,0.00,0,7,2006,0,0,176000,2249,3,125,0,1,1,1
30,1,6000,0,0,0,0,0,0,10,0,0,0,0,5,7,1921,1950,0,0,3,6,0.00,0,0,1,0.00,0.00,0.00,5.00,0.00,616,0,2,0,0.00,616,616,0,1,0,2,0,4,0,0,1.00,0.00,1,205,0.00,0.00,0,6,2006,0,0,89000,1232,1,129,0,1,1,0
20,0,6420,0,1,0,0,0,0,3,0,0,0,0,5,7,1952,1952,0,0,3,3,0.00,0,0,0,2.00,1.00,3.00,5.00,4.00,980,0,3,0,1.00,1148,1148,0,1,0,2,0,6,0,0,1.00,0.00,1,308,0.00,0.00,0,9,2006,0,0,123500,2128,2,0,0,1,1,0
20,0,8450,0,0,0,0,0,0,7,5,0,0,0,5,8,1965,2009,0,0,2,1,0.00,0,1,1,0.00,0.00,0.00,1.00,3.00,894,0,0,0,0.00,894,894,1,1,0,3,0,5,0,1,1.00,0.00,1,336,0.00,0.00,0,4,2010,0,0,138500,1788,2,560,0,1,1,1
120,2,4282,0,2,0,0,0,0,4,0,0,1,0,7,5,2004,2004,0,0,2,1,0.00,1,0,0,1.00,0.00,3.00,1.00,0.00,1391,0,0,0,0.00,1391,1391,0,2,0,2,1,5,0,0,0.00,1.00,2,530,0.00,0.00,0,7,2008,0,0,196000,2782,2,314,0,1,1,0
20,0,14331,0,0,0,0,0,0,14,0,0,0,0,8,5,2002,2002,1,0,0,0,1.00,1,0,0,2.00,0.00,2.00,1.00,0.00,1800,0,0,0,0.00,1800,1800,1,2,0,3,1,7,0,1,0.00,2.00,3,765,0.00,0.00,0,5,2006,0,0,312500,3600,3,348,0,1,1,1
20,0,9600,0,0,0,0,0,0,8,0,0,0,0,7,5,1969,1969,1,0,1,2,1.00,0,0,1,0.00,0.00,0.00,0.00,0.00,1164,0,1,0,0.00,1164,1164,0,1,1,3,0,6,0,0,0.00,0.00,2,528,0.00,0.00,0,7,2006,2,0,140000,2328,2,0,0,1,1,0
60,0,12438,0,1,0,0,0,0,18,0,0,0,1,8,5,2006,2006,1,0,0,0,1.00,2,0,0,2.00,1.00,0.00,0.00,0.00,1234,0,0,0,0.00,1264,2576,0,2,1,4,2,10,0,1,2.00,2.00,3,666,0.00,0.00,0,7,2006,1,1,361919,3810,3,424,0,1,1,1
190,1,7630,0,0,0,0,0,0,2,1,0,4,1,5,9,1900,1996,0,0,3,3,0.00,0,1,2,1.00,0.00,0.00,0.00,0.00,360,0,2,0,0.00,1032,1812,0,2,0,4,1,8,0,1,1.00,0.00,2,672,0.00,0.00,1,5,2010,0,0,140000,2172,2,384,0,1,1,1
20,0,8400,0,0,0,0,0,0,1,0,0,0,0,7,5,2004,2005,0,0,0,0,1.00,1,0,0,1.00,0.00,1.00,1.00,0.00,1473,0,0,0,0.00,1484,1484,1,2,0,3,1,7,0,0,0.00,1.00,2,606,0.00,0.00,0,5,2010,0,0,213000,2957,3,179,0,1,1,0
190,1,5600,0,0,0,0,0,0,15,0,0,4,1,4,5,1930,1950,1,0,0,6,0.00,3,2,3,1.00,0.00,0.00,1.00,0.00,0,0,3,1,0.00,372,1092,0,2,0,3,3,7,3,0,0.00,1.00,0,0,0.00,0.00,1,7,2010,0,0,55000,1092,2,0,0,0,0,0
20,0,115149,0,2,3,0,2,2,16,0,0,0,0,7,5,1971,2002,0,0,4,4,2.00,0,0,1,1.00,0.00,2.00,1.00,0.00,1643,0,1,0,0.00,1824,1824,1,2,0,2,1,5,0,2,0.00,0.00,2,739,0.00,0.00,0,6,2007,0,0,302000,3467,3,428,0,1,1,1
120,0,6240,0,0,0,0,0,0,6,0,0,1,0,8,5,2006,2006,1,0,2,1,1.00,1,0,0,1.00,0.00,0.00,1.00,0.00,1324,0,0,0,0.00,1324,1324,1,2,0,2,1,6,0,1,0.00,2.00,2,550,0.00,0.00,0,12,2009,0,0,254000,2648,3,230,0,1,1,1
60,0,9018,0,1,0,0,0,0,5,0,0,0,1,7,5,2007,2007,1,0,0,0,0.00,1,0,0,1.00,0.00,1.00,0.00,0.00,728,0,0,0,0.00,728,1456,0,2,1,3,1,8,0,1,0.00,2.00,2,400,0.00,0.00,0,7,2007,1,1,179540,2184,3,124,0,1,1,1
20,0,7162,0,1,0,0,0,0,7,0,0,0,0,5,7,1966,1966,0,0,1,2,3.00,0,0,0,0.00,0.00,0.00,0.00,0.00,876,0,1,0,0.00,904,904,0,1,0,3,0,6,0,0,0.00,0.00,1,408,0.00,0.00,0,12,2008,0,2,109900,1780,1,0,0,1,1,0
30,0,4130,0,1,0,0,0,0,10,0,0,0,0,3,6,1935,2003,0,0,0,0,0.00,1,0,1,0.00,0.00,0.00,0.00,0.00,270,0,2,0,0.00,729,729,0,1,0,2,0,5,5,0,0.00,1.00,0,0,0.00,0.00,1,7,2008,0,0,52000,999,1,0,0,0,1,0
50,4,8712,0,0,2,0,0,1,15,0,0,0,2,4,7,1900,1950,0,0,2,1,0.00,0,0,4,0.00,0.00,3.00,0.00,0.00,859,0,2,0,0.00,859,1178,0,1,0,2,0,7,0,0,1.00,1.00,1,384,0.00,0.00,1,1,2010,0,2,102776,2037,1,166,0,1,1,0
120,0,4671,0,1,2,0,0,0,18,0,0,1,0,8,5,1988,1989,0,0,1,2,0.00,1,0,0,1.00,0.00,3.00,1.00,0.00,1228,0,2,0,0.00,1228,1228,1,2,0,2,1,5,0,1,0.00,2.00,2,472,0.00,0.00,0,10,2008,0,0,189000,2456,3,288,0,1,1,1
190,0,9873,0,0,0,0,0,0,10,3,0,4,0,4,5,1970,1970,0,0,1,2,1.00,0,0,1,0.00,0.00,1.00,2.00,0.00,960,1,1,1,0.00,960,960,1,1,0,3,0,6,0,0,1.00,0.00,2,576,0.00,0.00,0,5,2006,0,0,129000,1920,2,288,0,1,1,0
60,0,13517,0,1,0,0,2,0,7,5,0,0,1,6,8,1976,2005,0,0,1,4,1.00,1,0,1,0.00,0.00,0.00,1.00,0.00,725,0,0,0,0.00,725,1479,0,2,1,3,1,6,0,0,0.00,1.00,2,475,0.00,0.00,0,3,2010,0,0,130500,2204,3,44,0,1,1,0
20,0,10140,0,0,0,0,0,0,8,0,0,0,0,6,5,1974,1974,1,0,1,2,1.00,0,0,1,1.00,0.00,0.00,0.00,0.00,1064,0,1,0,0.00,1350,1350,0,2,0,3,0,7,0,1,0.00,1.00,2,478,0.00,0.00,0,8,2009,0,0,165000,2414,2,0,0,1,1,1
70,1,10800,0,0,1,0,0,0,2,0,0,0,1,7,8,1890,1998,0,0,3,0,0.00,0,1,2,0.00,0.00,0.00,0.00,0.00,718,0,0,0,0.00,1576,2554,0,1,1,3,0,8,0,0,1.00,0.00,2,704,0.00,0.00,2,7,2007,0,0,159500,3272,2,191,0,1,1,0
20,0,10000,0,0,0,0,0,0,8,0,0,0,0,5,6,1973,2000,0,0,1,2,0.00,0,0,1,1.00,0.00,0.00,3.00,0.00,1176,0,2,0,0.00,1178,1178,0,1,1,3,1,5,0,1,0.00,0.00,2,439,0.00,0.00,0,11,2008,0,0,157000,2354,2,224,0,1,1,1
60,0,10542,0,0,0,0,0,0,13,0,0,0,1,7,5,1993,1994,1,0,3,10,1.00,1,0,0,1.00,0.00,2.00,1.00,0.00,1311,0,0,0,0.00,1325,2418,1,2,1,3,1,9,0,1,0.00,1.00,3,983,0.00,0.00,0,8,2008,0,0,341000,3729,4,620,0,1,1,1
20,0,9920,0,1,0,0,0,0,1,0,0,0,0,5,6,1969,1969,0,0,1,4,0.00,0,0,1,1.00,0.00,2.00,2.00,0.00,971,0,1,0,0.00,971,971,0,1,1,3,0,5,0,1,0.00,0.00,1,300,0.00,0.00,0,5,2006,0,0,128500,1942,2,0,0,1,1,1
120,0,6563,0,1,3,0,2,1,18,0,0,0,0,8,5,1985,1985,0,0,1,2,0.00,1,0,0,1.00,0.00,2.00,1.00,0.00,1742,0,1,0,0.00,1742,1742,1,2,0,2,1,5,0,1,0.00,1.00,2,564,0.00,0.00,0,12,2006,0,0,275000,3484,3,376,0,1,1,1
120,1,4426,0,0,0,0,0,0,1,0,0,1,0,6,5,2004,2004,0,0,0,0,1.00,1,0,0,1.00,0.00,1.00,1.00,0.00,848,0,0,0,0.00,848,848,1,1,0,1,1,3,0,0,0.00,1.00,2,420,0.00,0.00,0,5,2010,0,0,143000,1696,2,160,0,1,1,0
20,0,8120,0,0,0,0,0,0,0,0,0,0,0,4,7,1970,1970,0,0,2,1,0.00,0,1,1,0.00,0.00,0.00,2.00,0.00,864,0,0,0,0.00,864,864,0,1,0,3,0,5,0,0,1.00,0.00,2,463,0.00,0.00,0,7,2009,0,0,124500,1728,1,0,0,1,1,0
50,0,8172,0,0,0,0,0,0,3,0,0,0,2,4,6,1954,1972,0,0,2,1,0.00,0,0,0,0.00,0.00,0.00,0.00,0.00,941,0,0,0,0.00,997,1470,0,2,0,4,0,7,0,0,1.00,0.00,1,548,0.00,0.00,0,5,2008,0,0,135000,2411,2,156,0,1,1,0
20,0,13286,0,1,0,0,0,0,3,0,0,0,0,9,5,2007,2008,1,0,5,5,2.00,2,0,0,2.00,0.00,0.00,1.00,0.00,1698,0,0,0,0.00,1698,1698,1,2,0,3,2,8,0,1,0.00,2.00,3,768,0.00,0.00,0,2,2009,0,0,320000,3396,3,391,0,1,1,1
20,0,6960,0,0,0,0,0,0,0,0,0,0,0,4,6,1970,1970,0,0,1,4,0.00,0,0,1,0.00,0.00,0.00,2.00,3.00,864,0,1,0,0.00,864,864,0,1,0,3,1,5,0,0,1.00,0.00,2,660,0.00,0.00,0,11,2009,0,0,120500,1728,1,96,0,1,1,0
20,0,21695,0,1,0,0,1,0,11,0,0,0,0,6,9,1988,2007,1,0,3,4,1.00,1,1,1,1.00,0.00,0.00,1.00,0.00,880,0,0,0,0.00,1680,1680,1,2,0,3,1,5,0,1,0.00,2.00,2,540,0.00,0.00,0,12,2009,0,0,222000,2560,3,518,0,1,1,1
20,0,7314,0,0,0,0,0,0,1,0,0,0,0,7,5,2007,2007,0,0,0,0,2.00,1,0,0,1.00,0.00,1.00,1.00,0.00,1232,0,0,0,0.00,1232,1232,1,2,0,2,1,6,0,0,0.00,1.00,2,632,0.00,0.00,0,2,2009,0,0,194500,2464,3,132,0,1,1,0
90,0,11475,0,0,0,0,1,0,0,0,0,2,0,5,5,1958,1958,0,0,0,0,1.00,0,0,1,0.00,0.00,0.00,0.00,0.00,1584,0,1,0,0.00,1776,1776,1,2,0,4,0,9,0,0,1.00,0.00,3,888,0.00,0.00,0,7,2009,2,2,110000,3360,3,25,0,1,1,0
30,1,6240,0,0,0,0,0,0,15,0,0,0,2,4,5,1925,1950,0,0,2,1,0.00,0,0,1,0.00,0.00,0.00,3.00,0.00,780,0,1,0,1.00,848,1208,0,1,0,2,0,5,0,0,1.00,0.00,2,539,0.00,0.00,0,1,2009,0,0,103000,1628,1,135,0,1,1,0
120,0,5389,0,1,0,0,0,0,18,0,0,1,0,8,5,1995,1996,0,0,5,5,0.00,1,0,0,1.00,0.00,0.00,1.00,0.00,1595,0,0,0,0.00,1616,1616,1,2,0,2,1,5,0,1,0.00,1.00,2,608,0.00,0.00,0,3,2010,0,0,236500,3211,3,389,0,1,1,1
80,0,9590,0,1,0,0,1,0,14,0,0,0,3,7,5,2003,2003,0,0,0,0,1.00,1,0,0,2.00,0.00,1.00,1.00,0.00,868,0,0,0,0.00,1146,1146,1,2,0,3,1,6,0,1,0.00,2.00,2,438,0.00,0.00,0,5,2007,0,0,187500,2014,3,182,0,1,1,1
60,0,11404,0,1,0,0,0,0,1,0,0,0,1,7,5,1998,1999,0,0,0,0,1.00,1,0,0,1.00,0.00,1.00,2.00,0.00,1153,0,0,0,0.00,1153,2031,0,2,1,3,1,8,0,1,0.00,2.00,2,541,0.00,0.00,0,7,2008,0,0,222500,3184,3,276,0,1,1,1
20,0,10000,0,0,0,0,1,0,7,1,0,0,0,5,6,1961,1983,1,0,1,2,0.00,0,0,1,0.00,0.00,0.00,3.00,0.00,864,0,0,0,0.00,1144,1144,1,1,0,3,0,6,0,1,0.00,1.00,1,264,0.00,0.00,0,3,2009,0,0,131400,2008,2,165,0,1,1,1
20,0,8978,0,1,0,0,1,0,7,0,0,0,0,5,5,1968,1968,0,0,4,4,0.00,0,0,0,0.00,0.00,0.00,0.00,0.00,948,0,1,0,0.00,948,948,0,1,0,3,0,6,0,0,0.00,0.00,1,300,0.00,0.00,0,5,2007,0,3,108000,1896,1,147,0,1,1,0
75,1,10800,0,0,0,0,0,0,2,0,0,0,6,7,7,1914,1970,0,0,3,3,0.00,0,0,2,1.00,0.00,3.00,4.00,0.00,880,1,3,1,0.00,880,1768,0,1,1,2,0,6,0,2,1.00,0.00,2,320,0.00,0.00,1,10,2006,0,0,163000,2648,2,341,0,1,1,1
90,0,8544,0,0,0,0,0,0,0,0,0,2,0,3,4,1950,1950,0,0,8,12,0.00,0,0,1,1.00,0.00,0.00,1.00,0.00,0,0,2,1,2.00,1040,1040,0,2,0,2,0,6,0,0,1.00,0.00,2,400,0.00,0.00,0,7,2006,0,0,93500,1040,2,0,0,1,0,0
60,0,10463,0,1,2,0,2,0,5,0,0,0,1,8,5,2005,2005,0,0,0,0,0.00,1,0,0,1.00,0.00,0.00,0.00,0.00,893,0,0,0,0.00,901,1801,0,2,1,3,1,8,0,1,0.00,2.00,3,800,0.00,0.00,0,6,2006,0,0,239900,2694,3,116,0,1,1,1
90,0,10800,0,0,0,0,0,0,3,0,0,2,0,5,5,1987,1988,0,0,4,4,0.00,0,0,1,1.00,1.00,2.00,1.00,0.00,1200,0,1,0,0.00,1200,1200,3,3,0,3,0,5,0,0,0.00,1.00,0,0,0.00,0.00,0,3,2009,0,4,179000,2400,6,120,0,0,1,0
60,0,9313,0,1,0,0,0,0,1,0,0,0,1,7,5,2004,2004,0,0,0,0,0.00,1,0,0,1.00,0.00,0.00,0.00,0.00,864,0,0,0,0.00,864,1728,0,2,1,3,1,7,0,0,0.00,1.00,2,572,0.00,0.00,0,4,2009,0,0,190000,2592,3,243,0,1,1,0
70,1,9600,0,0,0,0,0,0,2,0,0,0,1,5,7,1910,2002,0,0,3,6,0.00,0,1,2,3.00,2.00,0.00,0.00,0.00,264,0,0,0,0.00,768,1432,0,2,0,2,0,7,0,0,1.00,0.00,2,360,0.00,2.00,0,5,2007,0,2,132000,1696,2,382,0,1,1,0
20,0,6768,0,1,0,0,0,0,7,1,0,0,0,6,8,1961,1996,1,0,1,2,0.00,0,1,1,0.00,0.00,3.00,1.00,0.00,912,0,2,0,0.00,912,912,1,1,0,3,1,5,0,0,1.00,0.00,1,288,0.00,0.00,0,5,2008,0,0,142000,1824,3,168,0,1,1,0
20,0,8450,0,0,0,0,0,0,9,0,0,0,0,7,5,2000,2001,0,0,0,0,1.00,0,0,0,1.00,0.00,0.00,0.00,0.00,1349,0,0,0,0.00,1349,1349,0,2,0,3,0,6,0,0,0.00,0.00,2,539,0.00,0.00,0,12,2007,0,0,179000,2698,2,175,0,1,1,0
