"Id","MSSubClass","MSZoning","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinType2","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","_stFlrSF","GrLivArea","BsmtFullBath","FullBath","HalfBath","BedroomAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","PoolQC","Fence","MiscFeature","MoSold","YrSold","SaleType","SaleCondition","SalePrice","TotalSF","Total_Bathrooms","Total_porch_sf","haspool","hasgarage","hasbsmt","hasfireplace"
732,80,"0",9590,"0",,"1","0","0","1","0","14","0","0","0","3",7,5,2003,2003,"0","0","0","0","1","1","0","0","2","0","1","1","0",868,"0","0","0","0",1146,1146,1,2,0,3,"1",6,"0",1,"0","0","2",2,438,"0","0","0",,,,5,2007,"0","0",187500,2014,3,182,0,1,1,1
733,60,"0",11404,"0",,"1","0","0","0","0","1","0","0","0","1",7,5,1998,1999,"0","0","0","0","1","1","0","0","1","0","1","2","0",1153,"0","0","0","0",1153,2031,0,2,1,3,"1",8,"0",1,"1","0","2",2,541,"0","0","0",,,,7,2008,"0","0",222500,3184,3,276,0,1,1,1
734,20,"0",10000,"0",,"0","0","0","1","0","7","1","0","0","0",5,6,1961,1983,"1","0","1","2","0","0","0","1","0","0","0","3","0",864,"0","0","0","0",1144,1144,1,1,0,3,"0",6,"0",1,"1","0","1",1,264,"0","0","0",,"2","0",3,2009,"0","0",131400,2008,2,165,0,1,1,1
735,20,"0",8978,"0",,"1","0","0","1","0","7","0","0","0","0",5,5,1968,1968,"0","0","4","4","0","0","0","0","0","0","0","0","0",948,"0","1","0","0",948,948,0,1,0,3,"0",6,"0",0,,"0","0",1,300,"0","0","0",,,,5,2007,"0","3",108000,1896,1,147,0,1,1,0
736,75,"1",10800,"0",,"0","0","0","0","0","2","0","0","0","6",7,7,1914,1970,"0","0","3","3","0","0","0","2","1","0","3","4","0",880,"1","3","1","0",880,1768,0,1,1,2,"0",6,"0",2,"1","1","0",2,320,"0","0","1",,,,10,2006,"0","0",163000,2648,2,341,0,1,1,1
737,90,"0",8544,"0",,"0","0","0","0","0","0","0","0","2","0",3,4,1950,1950,"0","0","8","12","0","0","0","1",,,,,,0,"0","2","1","2",1040,1040,0,2,0,2,"0",6,"0",0,,"1","0",2,400,"0","0","0",,,,7,2006,"0","0",93500,1040,2,0,0,1,0,0
738,60,"0",10463,"0",,"1","2","0","2","0","5","0","0","0","1",8,5,2005,2005,"0","0","0","0","0","1","0","0","1","0","0","0","0",893,"0","0","0","0",901,1801,0,2,1,3,"1",8,"0",1,"0","0","2",3,800,"0","0","0",,,,6,2006,"0","0",239900,2694,3,116,0,1,1,1
739,90,"0",10800,"0",,"0","0","0","0","0","3","0","0","2","0",5,5,1987,1988,"0","0","4","4","0","0","0","1","1","1","2","1","0",1200,"0","1","0","0",1200,1200,3,3,0,3,"0",5,"0",0,,,,0,0,,,"0",,,,3,2009,"0","4",179000,2400,6,120,0,0,1,0
740,60,"0",9313,"0",,"1","0","0","0","0","1","0","0","0","1",7,5,2004,2004,"0","0","0","0","0","1","0","0","1","0","0","0","0",864,"0","0","0","0",864,1728,0,2,1,3,"1",7,"0",0,,"0","1",2,572,"0","0","0",,,,4,2009,"0","0",190000,2592,3,243,0,1,1,0
741,70,"1",9600,"0","0","0","0","0","0","0","2","0","0","0","1",5,7,1910,2002,"0","0","3","6","0","0","1","2","3","2","0","0","0",264,"0","0","0","0",768,1432,0,2,0,2,"0",7,"0",0,,"1","0",2,360,"0","2","0",,"1",,5,2007,"0","2",132000,1696,2,382,0,1,1,0
742,20,"0",6768,"0",,"1","0","0","0","0","7","1","0","0","0",6,8,1961,1996,"1","0","1","2","0","0","1","1","0","0","3","1","0",912,"0","2","0","0",912,912,1,1,0,3,"1",5,"0",0,,"1","0",1,288,"0","0","0",,"1",,5,2008,"0","0",142000,1824,3,168,0,1,1,0
743,20,"0",8450,"0",,"0","0","0","0","0","9","0","0","0","0",7,5,2000,2001,"0","0","0","0","1","0","0","0","1","0","0","0","0",1349,"0","0","0","0",1349,1349,0,2,0,3,"0",6,"0",0,,"0","0",2,539,"0","0","0",,"1",,12,2007,"0","0",179000,2698,2,175,0,1,1,0
744,80,"0",12886,"0",,"1","0","0","0","0","7","0","0","0","3",5,6,1963,1999,"0","0","1","2","0","0","0","1","1","0","1","2","0",520,"0","0","0","0",1464,1464,0,2,0,3,"0",6,"1",1,"1","0","1",2,480,"0","0","0",,,,10,2009,"0","0",175000,1984,3,402,0,1,1,1
745,120,"0",5395,"0",,"1","2","0","0","0","18","0","0","1","0",8,5,1993,1993,"0","0","1","2","0","1","0","0","1","0","0","1","0",1337,"0","2","0","0",1337,1337,1,2,0,2,"1",5,"0",1,"1","0","1",2,462,"0","0","0",,,,10,2008,"0","0",180000,2674,3,334,0,1,1,1
746,60,"0",8963,"0",,"1","0","0","0","0","8","0","0","0","1",8,9,1976,1996,"1","0","0","0","1","2","1","1","0","1","0","1","4",1142,"0","0","0","0",1175,2715,0,3,1,4,"1",11,"0",2,"1","2","2",2,831,"0","0","0",,,,7,2008,"0","0",299800,3857,4,204,0,1,1,1
747,60,"0",8795,"0",,"1","0","0","0","0","5","0","0","0","1",7,5,2000,2000,"0","0","0","0","0","1","0","0","1","0","0","1","0",952,"0","0","0","0",980,2256,0,2,1,4,"1",8,"0",1,"1","2","2",2,554,"0","0","0",,,,4,2009,"0","0",236000,3208,3,278,0,1,1,1
748,70,"1",11700,"0","1","1","0","0","1","0","2","0","0","0","1",7,7,1880,2003,"4","0","8","7","0","1","0","4","0","2","0","0","0",1240,"1","1","1","0",1320,2640,0,1,1,4,"1",8,"0",1,"0","1","0",4,864,"0","0","1",,,,5,2009,"0","0",265979,3880,2,567,0,1,1,1
749,20,"0",10593,"0",,"1","0","0","0","0","13","0","0","0","0",7,5,1996,1996,"1","0","0","0","1","1","0","0","1","0","0","1","0",1720,"0","0","0","0",1720,1720,1,2,0,3,"1",7,"0",1,"1","0","2",2,527,"0","0","0",,,,3,2010,"0","0",260400,3440,3,450,0,1,1,1
750,50,"0",8405,"0",,"0","0","0","0","0","3","0","0","0","2",4,3,1945,1950,"0","0","7","6","0","0","0","3",,,,,,0,"3","1","1","2",1088,1529,0,2,0,4,"0",9,"3",0,,"1","0",1,240,"0","0","1",,,,4,2009,"0","0",98000,1529,2,277,0,1,0,0
751,50,"1",8800,"0","0","0","0","0","1","0","2","0","0","0","2",4,7,1910,2004,"0","0","3","3","0","0","0","2","0","2","0","0","0",576,"0","2","0","0",792,1140,0,1,0,3,"0",7,"1",0,,,,0,0,,,"1",,,,6,2010,"0","0",96500,1716,1,160,0,0,1,0
752,60,"0",7750,"0",,"0","0","0","0","0","5","3","0","0","1",7,5,2003,2003,"0","0","0","0","0","1","0","0","1","0","0","0","0",660,"0","0","0","0",660,1320,0,2,1,3,"1",6,"0",0,,"0","2",2,400,"0","0","0",,,,8,2007,"0","0",162000,1980,3,48,0,1,1,0
753,20,"0",9236,"0",,"1","0","0","0","0","1","0","0","0","0",6,5,1997,1997,"0","0","0","0","0","0","1","0","1","0","2","1","0",1479,"0","0","0","0",1494,1494,1,2,0,3,"1",6,"0",0,,"0","1",2,576,"0","0","0",,,,7,2006,"0","0",217000,2973,3,195,0,1,1,0
754,60,"0",10240,"0",,"0","0","0","0","0","6","0","0","0","1",8,5,2005,2005,"0","0","0","0","1","1","0","0","1","0","3","0","0",1030,"0","2","0","0",1038,2098,0,2,1,3,"2",8,"0",1,"0","0","1",3,878,"0","0","0",,,,3,2006,"0","0",275500,3128,3,244,0,1,1,1
755,20,"0",7930,"0",,"0","0","0","0","0","0","0","0","0","0",6,8,1969,2005,"0","0","4","4","0","0","0","1","0","0","0","1","2",1026,"0","2","0","0",1026,1026,1,1,0,3,"1",5,"0",0,,"1","1",2,440,"0","0","0",,,,7,2009,"0","0",156000,2052,2,219,0,1,1,0
756,160,"2",3230,"0","1","0","0","0","0","0","4","0","0","1","1",6,5,1999,1999,"0","0","2","1","1","0","0","0","1","0","0","1","0",729,"0","2","0","0",742,1471,0,2,1,3,"0",6,"0",0,,"1","0",2,440,"0","0","0",,,,3,2009,"0","0",172500,2200,3,24,0,1,1,0
757,60,"0",10769,"0",,"1","0","0","0","0","1","0","0","0","1",8,5,2007,2007,"0","0","0","0","0","1","0","0","1","0","1","1","0",866,"0","0","0","0",866,1768,0,2,1,3,"1",7,"0",0,,"0","1",2,578,"0","0","0",,,,4,2009,"0","0",212000,2634,3,249,0,1,1,0
758,60,"0",11616,"0",,"1","0","0","2","0","7","0","0","0","1",6,5,1978,1978,"1","0","1","2","3","0","0","1","0","0","3","4","0",672,"0","1","0","0",672,1386,0,2,1,3,"0",6,"0",1,"1","0","2",2,440,"0","0","0",,"1",,4,2010,"0","2",158900,2058,3,335,0,1,1,1
759,160,"2",2280,"0","1","0","0","0","0","0","4","0","0","3","1",7,5,1999,1999,"0","0","2","1","1","0","0","0","1","0","0","2","0",744,"0","2","0","0",757,1501,0,2,1,3,"0",6,"0",0,,"1","0",2,440,"0","0","0",,,,8,2008,"0","0",179400,2245,3,0,0,1,1,0
760,60,"0",12257,"0",,"1","0","0","0","0","13","0","0","0","1",8,5,1995,1995,"0","0","0","0","1","1","0","0","1","0","1","5","4",1318,"0","0","0","0",1328,2531,0,2,1,4,"1",9,"0",1,"1","0","1",3,752,"0","0","0",,,,11,2007,"0","0",290000,3849,3,320,0,1,1,1
761,20,"0",9100,"0",,"0","0","0","0","0","0","0","0","0","0",6,6,1959,1959,"1","0","3","3","0","0","0","1","0","0","0","4","0",864,"0","0","0","0",864,864,0,1,0,2,"0",5,"0",0,,"1","0",1,300,"4","4","0",,,"0",10,2009,"0","0",127500,1728,1,0,0,1,1,0
762,30,"1",6911,"0",,"0","0","0","3","0","10","1","0","0","0",5,5,1924,1950,"0","0","3","3","0","0","0","0","0","0","3","5","0",1145,"0","1","0","0",1301,1301,0,1,0,2,"3",5,"2",0,,"1","0",2,440,"0","0","0",,,,10,2009,"0","0",100000,2446,1,0,0,1,1,0
763,60,"2",8640,"0",,"0","0","0","0","0","4","0","0","0","1",7,5,2009,2009,"0","0","0","0","0","0","0","0","1","0","3","1","0",756,"0","0","0","0",764,1547,0,2,1,3,"1",7,"0",0,,"0","0",2,614,"0","0","0",,,,6,2010,"8","0",215200,2303,3,214,0,1,1,0
764,60,"0",9430,"0",,"0","0","0","0","0","13","0","0","0","1",8,5,1999,1999,"0","0","0","0","1","1","0","0","1","0","3","1","0",1252,"0","0","0","0",1268,2365,1,2,1,3,"1",8,"0",1,"0","0","1",3,856,"0","0","0",,,,7,2009,"0","0",337000,3617,4,308,0,1,1,1
765,120,"0",9549,"0",,"1","0","0","2","0","22","0","0","1","0",8,5,1995,1996,"1","0","6","8","0","1","1","0","1","1","1","5","5",1494,"0","0","0","0",1494,1494,1,1,1,2,"2",6,"0",1,"0","0","2",2,481,"0","0","0",,,,4,2006,"0","0",270000,2988,3,246,0,1,1,1
766,20,"0",14587,"0",,"1","0","0","0","0","4","0","0","0","0",9,5,2008,2008,"0","0","0","0","2","1","0","0","1","0","0","0","0",1498,"0","0","0","0",1506,1506,0,2,0,2,"2",6,"0",1,"0","0","2",2,592,"0","0","0",,,,8,2008,"1","1",264132,3004,2,174,0,1,1,1
767,60,"0",10421,"0",,"0","0","0","0","0","8","0","0","0","1",7,5,1988,1988,"0","0","1","2","1","0","0","1","1","0","0","1","0",980,"0","1","0","0",980,1714,0,2,1,3,"0",7,"0",1,"1","0","0",2,496,"0","0","0",,"0","0",3,2010,"0","0",196500,2694,3,450,0,1,1,1
768,50,"0",12508,"0",,"1","0","0","0","0","12","0","0","0","2",6,7,1940,1985,"0","0","0","0","0","0","0","1","1","0","3","2","0",983,"0","0","0","0",983,1750,1,2,0,4,"0",7,"3",0,,"0","0",1,423,"0","0","0",,,"0",7,2008,"0","0",160000,2733,3,401,0,1,1,0
769,20,"0",9100,"0",,"0","0","0","0","0","1","0","0","0","0",7,5,2004,2005,"1","0","0","0","0","1","0","0","1","0","0","1","0",1860,"0","0","0","0",1836,1836,0,2,0,3,"1",8,"0",1,"0","0","2",2,484,"0","0","0",,,,10,2006,"0","0",216837,3696,2,153,0,1,1,1
770,60,"0",53504,"0",,"2","2","0","2","1","18","0","0","0","1",8,5,2003,2003,"1","0","5","6","1","2","0","0","1","0","2","2","0",1650,"0","0","0","0",1690,3279,1,3,1,4,"2",12,"3",1,"0","2","2",3,841,"0","0","0",,,,6,2010,"0","0",538000,4929,5,749,0,1,1,1
771,85,"0",7252,"0",,"1","0","0","2","0","7","0","0","0","4",5,5,1982,1982,"1","0","3","3","0","0","0","1","1","0","1","1","0",858,"0","1","0","0",858,858,1,1,0,2,"0",5,"0",0,,"1","0",2,576,"0","0","0",,,,4,2009,"0","0",134900,1716,2,120,0,1,1,0
772,20,"0",8877,"0",,"0","0","0","0","0","3","0","0","0","0",4,5,1951,1951,"0","0","3","3","0","0","0","1","3","2","0","5","0",836,"0","1","0","2",1220,1220,0,1,0,2,"0",6,"0",0,,"1","0",2,396,"0","0","0",,,,4,2006,"2","0",102000,2056,1,0,0,1,1,0
773,80,"0",7819,"0",,"0","0","0","0","0","3","0","0","0","3",6,5,1976,1976,"0","0","4","4","0","0","0","1","0","0","1","2","3",1029,"0","1","0","0",1117,1117,1,1,0,3,"0",6,"0",1,"1","1","0",2,672,"0","0","0",,"0",,3,2010,"0","2",107000,2146,2,144,0,1,1,1
774,20,"0",10150,"0",,"0","0","0","0","0","0","1","0","0","0",5,5,1958,1958,"0","0","3","3","0","0","0","1","0","0","0","4","0",912,"0","0","0","1",912,912,0,1,0,2,"0",5,"0",0,,"0","1",1,275,"0","0","0",,,,7,2007,"2","0",114500,1824,1,0,0,1,1,0
775,20,"0",14226,"0",,"0","0","0","1","0","6","0","0","0","0",8,5,2006,2006,"1","0","0","0","1","1","0","0","1","0","1","0","0",1935,"0","2","0","0",1973,1973,0,2,0,3,"1",9,"0",1,"0","0","2",3,895,"0","0","0",,,,7,2007,"1","1",395000,3908,2,360,0,1,1,1
776,120,"1",4500,"0",,"0","0","0","3","0","12","0","0","1","0",6,5,1998,1998,"1","0","0","0","1","0","0","0","2","0","0","1","0",1204,"0","0","0","0",1204,1204,1,2,0,2,"0",5,"0",0,,"0","2",2,412,"0","0","0",,,,6,2009,"0","0",162000,2408,3,247,0,1,1,0
777,20,"0",11210,"0",,"1","0","0","0","0","1","0","0","0","0",7,5,2005,2006,"0","0","0","0","1","1","0","0","1","0","1","1","0",1614,"0","0","0","0",1614,1614,0,2,0,3,"1",7,"0",0,,"0","1",3,865,"0","0","0",,,,7,2006,"1","1",221500,3228,2,203,0,1,1,0
778,20,"0",13350,"0",,"1","0","0","0","0","7","0","0","0","0",5,5,1974,1974,"1","0","1","4","0","0","0","1","0","0","0","2","0",864,"0","1","0","0",894,894,1,1,0,3,"0",5,"0",1,"2","0","0",2,440,"0","0","0",,"0",,6,2006,"0","0",142500,1758,2,241,0,1,1,1
779,90,"3",8400,"0",,"0","0","0","0","0","9","1","0","2","0",5,5,1977,1977,"0","0","4","4","1","0","0","3",,,,,,0,"0","1","0","0",2020,2020,0,2,0,4,"0",10,"0",2,"1","1","0",2,630,"0","0","0",,,,10,2007,"0","0",144000,2020,2,0,0,1,0,1
780,90,"0",10530,"0",,"0","0","0","0","0","12","0","0","2","4",6,5,1977,1977,"0","0","4","10","1","0","0","1","1","0","2","1","0",975,"0","1","0","0",1004,1004,1,1,0,2,"0",4,"0",0,,"0","0",2,504,"0","0","0",,,,5,2006,"0","0",135000,1979,2,0,0,1,1,0
781,20,"0",7875,"0",,"0","0","0","0","0","5","0","0","0","0",7,5,1995,1996,"0","0","1","2","1","0","0","0","1","1","0","0","0",1237,"0","2","0","0",1253,1253,0,2,0,3,"0",6,"0",1,"1","0","2",2,402,"0","0","0",,,,6,2007,"0","0",176000,2490,2,241,0,1,1,1
782,60,"0",7153,"0",,"0","0","0","0","0","9","0","0","0","1",6,5,1992,1992,"0","0","0","0","0","1","1","0","1","0","0","2","0",761,"0","0","0","0",810,1603,0,2,1,3,"1",7,"0",0,,"0","1",2,484,"0","0","0",,,,7,2006,"0","0",175900,2364,3,124,0,1,1,0
783,20,"0",16285,"0",,"2","0","0","0","0","1","0","0","0","0",7,5,2001,2002,"0","0","0","0","0","1","0","0","1","0","0","0","0",1413,"0","0","0","0",1430,1430,0,2,0,3,"1",6,"0",0,,"0","1",2,605,"0","0","0",,,,6,2009,"0","0",187100,2843,2,33,0,1,1,0
784,85,"0",9101,"0",,"1","0","0","1","0","12","0","0","0","4",5,6,1978,1978,"0","0","4","4","1","0","1","0","1","0","1","1","0",1097,"0","0","0","0",1110,1110,1,1,0,1,"1",4,"0",1,"1","0","2",2,602,"0","0","0",,,,7,2009,"0","0",165500,2207,2,333,0,1,1,1
785,75,"1",6300,"0","0","0","0","0","0","0","2","0","0","0","6",6,6,1914,2001,"0","0","3","6","0","0","0","1","0","0","0","0","0",742,"0","0","0","0",742,1484,0,2,0,3,"0",9,"0",1,"0",,,0,0,,,"0",,,,6,2008,"0","0",128000,2226,2,425,0,0,1,1
786,20,"0",9790,"0",,"0","0","0","0","0","8","1","0","0","0",6,5,1967,1967,"0","0","6","3","0","0","0","1","0","0","0","4","2",1372,"0","1","0","0",1342,1342,0,2,0,3,"0",7,"0",1,"0","0","0",2,457,"0","0","0",,,,9,2009,"0","0",161500,2714,2,197,0,1,1,1
787,50,"1",10800,"0",,"0","0","0","0","0","2","2","0","0","2",5,6,1915,1950,"0","0","2","1","0","0","1","0","3","0","0","5","0",686,"0","1","0","0",966,1652,1,2,0,4,"0",7,"0",0,,"1","0",1,416,"0","0","0",,,"0",6,2010,"0","0",139000,2338,3,196,0,1,1,0
788,60,"0",10142,"0",,"1","0","0","0","0","9","0","0","0","1",7,5,2004,2004,"0","0","0","0","0","1","0","0","1","0","0","1","0",956,"0","0","0","0",956,2084,1,2,1,4,"1",8,"0",0,,"2","1",2,618,"0","0","0",,,,1,2010,"0","0",233000,3040,4,45,0,1,1,0
789,20,"1",6000,"0",,"0","0","0","1","0","2","0","0","0","0",4,7,1954,2000,"0","0","2","1","0","0","0","1","0","0","0","0","0",901,"0","0","0","0",901,901,0,1,0,2,"0",4,"0",0,,"1","0",1,281,"1","0","0",,,,8,2008,"0","0",107900,1802,1,0,0,1,1,0
790,60,"0",12205,"0",,"1","3","0","0","0","16","0","0","0","1",6,8,1966,2007,"0","0","1","2","1","0","0","1","0","2","2","5","0",832,"0","2","0","0",976,2087,0,2,1,5,"1",9,"0",0,,"0","2",2,444,"0","0","0",,,,7,2007,"0","0",187500,2919,3,301,0,1,1,0
791,120,"0",3182,"0",,"0","0","0","0","0","20","0","0","1","0",7,5,2005,2006,"0","0","0","0","1","1","0","0","1","0","0","1","0",1145,"0","0","0","0",1145,1145,0,2,0,2,"1",5,"0",1,"0","0","2",2,397,"0","0","0",,,,9,2009,"0","0",160200,2290,2,116,0,1,1,1
792,80,"0",11333,"0",,"1","0","0","1","0","12","0","0","0","3",6,5,1976,1976,"0","0","1","2","0","0","0","0","1","0","1","2","0",1029,"0","1","0","0",1062,1062,1,1,0,3,"0",5,"0",2,"1","0","1",2,539,"0","0","0",,,,5,2007,"0","0",146800,2091,2,120,0,1,1,1
793,60,"0",9920,"0",,"1","0","0","2","0","13","0","0","0","1",7,5,1996,1997,"0","0","2","1","0","1","0","0","1","0","1","1","0",1117,"0","0","0","0",1127,2013,1,2,1,3,"0",8,"0",1,"1","0","0",2,455,"0","0","0",,,,6,2007,"0","0",269790,3130,4,310,0,1,1,1
794,20,"0",9158,"0",,"0","0","0","0","0","4","0","0","0","0",8,5,2007,2007,"0","0","5","5","2","1","0","0","1","0","1","0","0",1496,"0","0","0","0",1496,1496,0,2,0,3,"1",7,"0",0,,"0","2",2,474,"0","0","0",,,,6,2007,"1","1",225000,2992,2,298,0,1,1,0
795,60,"0",10832,"0",,"1","0","0","1","0","5","0","0","0","1",7,5,1994,1996,"0","0","2","1","0","1","0","0","1","0","0","0","0",712,"0","0","0","0",1086,1895,0,2,1,3,"1",7,"0",1,"1","0","2",2,409,"0","0","0",,,"0",10,2008,"0","0",194500,2607,3,189,0,1,1,1
796,60,"0",8400,"0",,"0","0","0","0","0","9","0","0","0","1",6,6,1980,1981,"0","0","1","2","1","0","0","1","1","0","0","0","0",650,"0","1","0","0",888,1564,0,2,1,3,"0",7,"0",1,"1","0","0",2,476,"0","0","0",,"0",,4,2010,"0","0",171000,2214,3,254,0,1,1,1
797,20,"0",8197,"0",,"0","0","0","0","0","7","0","0","0","0",6,5,1977,1977,"0","0","4","4","1","0","0","1","0","0","0","0","0",660,"0","0","0","0",1285,1285,0,1,1,3,"0",7,"0",1,"1","0","1",2,528,"0","0","0",,"0",,4,2007,"0","0",143500,1945,2,138,0,1,1,1
798,20,"0",7677,"0",,"0","0","0","0","0","0","0","0","0","0",5,5,1953,1953,"0","0","0","0","0","0","0","1","0","0","0","3","0",773,"0","2","0","0",773,773,0,1,0,2,"0",4,"0",0,,"0","0",1,240,"0","0","0",,,,4,2008,"0","2",110000,1546,1,0,0,1,1,0
799,60,"0",13518,"0",,"0","0","0","0","0","6","0","0","0","1",9,5,2008,2009,"1","0","0","0","2","2","0","0","2","0","0","0","0",1926,"0","0","0","0",1966,3140,0,3,1,4,"2",11,"0",2,"0","2","2",3,820,"0","0","0",,,,7,2009,"1","1",485000,5066,4,222,0,1,1,1
800,50,"0",7200,"0",,"0","0","0","1","0","17","1","0","0","2",5,7,1937,1950,"0","0","3","3","1","0","0","2","1","0","0","2","0",731,"0","0","0","0",981,1768,1,1,1,3,"1",7,"0",2,"1","1","0",1,240,"0","0","0",,"0",,6,2007,"0","0",175000,2499,3,264,0,1,1,1
801,60,"0",12798,"0",,"1","2","0","0","1","16","1","0","0","1",6,5,1997,1997,"0","0","0","0","0","0","0","0","1","0","2","1","0",616,"0","2","0","0",616,1688,1,2,1,4,"1",8,"0",0,,"0","1",2,603,"0","0","0",,,"0",5,2008,"0","0",200000,2304,4,702,0,1,1,0
802,30,"1",4800,"0",,"0","0","0","0","0","15","0","0","0","0",4,7,1916,1990,"0","0","2","1","0","0","0","1","0","0","0","5","0",1196,"0","0","0","1",1196,1196,1,1,0,2,"0",5,"0",0,,"1","0",2,440,"0","0","0",,,,7,2007,"0","0",109900,2392,2,0,0,1,1,0
803,60,"0",8199,"0",,"0","0","0","0","0","1","0","0","0","1",7,5,2005,2005,"0","0","7","6","0","1","0","0","1","0","1","1","0",728,"0","0","0","0",728,1456,1,2,1,3,"1",7,"0",1,"0","0","2",2,410,"0","0","0",,,,10,2008,"0","0",189000,2184,4,54,0,1,1,1
804,60,"0",13891,"0",,"0","0","0","0","0","6","0","0","0","1",9,5,2008,2009,"1","0","0","0","2","2","0","0","2","0","2","0","0",1734,"0","0","0","0",1734,2822,0,3,1,4,"2",12,"0",1,"0","2","1",3,1020,"0","0","0",,,,1,2009,"1","1",582933,4556,4,414,0,1,1,1
805,20,"0",9000,"0",,"0","0","0","0","0","0","0","0","0","0",5,5,1954,1954,"0","0","3","3","0","0","0","1","0","0","0","5","0",936,"0","1","0","0",1128,1128,0,1,0,2,"0",5,"2",0,,"0","0",1,286,"0","0","0",,"2",,6,2006,"0","3",118000,2064,1,0,0,1,1,0
806,20,"0",12274,"0",,"1","0","0","3","0","4","0","0","0","0",7,5,2008,2008,"0","0","0","0","2","1","0","0","1","0","0","0","0",1417,"0","0","0","0",1428,1428,0,2,0,3,"2",6,"0",0,,"0","1",2,554,"0","0","0",,,,7,2008,"1","1",227680,2845,2,60,0,1,1,0
807,80,"0",9750,"0",,"0","0","0","0","0","0","0","0","0","3",5,5,1967,1967,"0","0","0","0","0","0","0","0","0","0","1","2","1",980,"0","2","0","0",980,980,0,2,0,3,"0",6,"0",0,,"0","2",1,384,"0","0","0",,,,10,2006,"0","0",135500,1960,2,68,0,1,1,0
808,70,"0",21384,"0",,"0","0","0","0","0","10","0","0","0","1",5,6,1923,2004,"0","0","3","3","0","0","0","1","0","0","2","1","0",1324,"0","0","0","0",1072,1576,2,1,1,3,"1",6,"0",1,"1","0","1",2,528,"0","0","0",,,,5,2009,"0","0",223500,2900,4,312,0,1,1,1
809,80,"0",13400,"0",,"0","0","0","0","0","0","0","0","0","3",5,5,1966,1966,"0","0","0","0","1","0","0","1","0","0","1","2","3",1024,"0","1","0","0",1086,1086,1,1,0,3,"0",6,"0",1,"0","0","1",2,484,"0","0","0",,"2",,6,2006,"0","0",159950,2110,2,0,0,1,1,1
810,75,"1",8100,"0",,"0","0","0","1","0","2","0","0","0","6",5,5,1898,1965,"1","0","9","9","0","0","0","0","0","0","0","0","0",849,"0","1","1","1",1075,2138,0,2,0,2,"0",11,"0",0,,"1","0",2,360,"1","3","1",,"0",,11,2009,"0","0",106000,2987,2,196,0,1,1,0
811,20,"0",10140,"0",,"0","0","0","0","0","8","0","0","0","0",6,6,1974,1999,"1","0","1","2","1","0","0","1","0","0","0","2","2",1040,"0","3","0","0",1309,1309,1,1,1,3,"1",5,"0",1,"2","0","1",2,484,"0","0","0","2","1",,1,2006,"0","0",181000,2349,3,265,1,1,1,1
812,120,"1",4438,"0",,"0","0","0","0","0","1","0","0","1","0",6,5,2004,2004,"0","0","0","0","1","1","0","0","1","0","2","1","0",848,"0","0","0","0",848,848,1,1,0,1,"1",4,"0",1,"0","0","2",2,420,"0","0","0",,,,6,2008,"3","0",144500,1696,2,140,0,1,1,1
813,20,"4",8712,"1",,"0","1","0","0","1","15","0","0","0","0",5,5,1952,1952,"1","0","3","3","0","3","0","1","0","0","1","0","0",540,"0","1","1","1",1044,1044,0,1,0,2,"3",4,"0",0,,"3","0",2,504,"0","0","1",,,"0",6,2010,"0","4",55993,1584,1,0,0,1,1,0
814,20,"0",9750,"0",,"0","0","0","0","0","0","0","0","0","0",6,6,1958,1958,"0","0","2","1","1","0","0","1","0","0","0","4","0",1442,"0","2","0","0",1442,1442,0,1,1,4,"0",7,"0",0,,"0","1",1,301,"0","0","0",,,"0",4,2007,"2","0",157900,2884,2,275,0,1,1,0
815,50,"0",8248,"0","0","0","0","0","0","0","3","0","0","0","2",5,7,1918,1950,"0","0","8","7","0","0","0","2","0","0","0","0","0",686,"1","2","0","0",686,1250,0,1,1,3,"3",7,"0",0,,"1","0",1,280,"0","0","2",,,,7,2006,"0","0",116000,1936,2,303,0,1,1,0
816,20,"0",12137,"0",,"2","0","0","2","0","1","0","0","0","0",7,5,1998,1998,"0","0","0","0","1","0","0","0","1","0","0","0","0",1649,"0","0","0","0",1661,1661,0,2,0,3,"1",6,"0",0,,"0","1",2,598,"0","0","0",,,,5,2010,"0","0",224900,3310,2,34,0,1,1,0
817,20,"0",11425,"0",,"1","0","0","1","0","0","0","0","0","0",5,6,1954,1954,"0","0","6","8","0","0","0","1","0","0","0","3","0",1008,"0","2","0","0",1008,1008,0,1,0,2,"0",4,"0",1,"0","0","1",1,275,"0","0","0",,,,7,2006,"0","0",137000,2016,1,120,0,1,1,1
